"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/05/02 1:40:17 PM GMT+4","I have read the above information and agree to participate in this research.","Female","38","Emirati","Physician","Occupational medicine","DOH/HAAD/SEHA","Government Hospital","13","50 and above","Yes, 3 doses","Yes","Very confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Very unlikely","Unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Disagree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Not sure","Strongly disagree","No","Slightly interested","Yes"
"2024/05/03 8:40:31 AM GMT+4","I have read the above information and agree to participate in this research.","Female","46","Non-Arab","Physician","Family physician ","DOH/HAAD/SEHA","Primary Healthcare","20","50 and above","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More negative","More negative","Tens of cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/05/07 12:54:17 PM GMT+4","I have read the above information and agree to participate in this research.","Male","46","Non-Arab","Physician","Family physician ","DOH/HAAD/SEHA","Primary Healthcare","2","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Very unconfident","Medical experience;Local guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Strongly disagree","Agree","Agree","Agree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Agree","Disagree","Not sure","Disagree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/05/07 10:33:18 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Family Medicine ","MOHAP/EHS","Primary Healthcare","1.5","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines","Very unlikely","Unlikely","Very unlikely","I don't know","Very unlikely","I don't know","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Neutral","More negative","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Not sure","Disagree","Yes","Interested","Maybe"
"2024/05/10 11:14:08 AM GMT+4","I have read the above information and agree to participate in this research.","Male","36","Non-Arab","Nurse","OPD","DOH/HAAD/SEHA","Primary Healthcare","12","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;International guidelines;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Hundreds of cases and more","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","No"
"2024/05/11 2:40:09 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Physician","Family medicine ","MOHAP/EHS","Government Hospital","2","50 and above","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Local guidelines","Unlikely","Unlikely","Unlikely","I don't know","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Disagree","Yes","Neutral","Yes"
"2024/06/06 10:21:01 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Physical Therapist","Physiotherapy","DHA","Private Clinic/Hospital","3","50 and above","Yes, 2 doses","No","Very unconfident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;International guidelines","I don't know","Very unlikely","Unlikely","Very unlikely","Unlikely","Unlikely","Agree","Disagree","Agree","Disagree","Disagree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","No","Slightly interested","Maybe"
"2024/06/09 10:59:05 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Gyn","DHA","Government Hospital","1","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Very confident","Medical experience","Unlikely","Very unlikely","I don't know","I don't know","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","More negative","More negative","Tens of cases","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Yes","Slightly interested","Yes"
"2024/09/14 12:53:55 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Physician","Family medicine","DOH/HAAD/SEHA","Primary Healthcare","4","1 to 19","Yes, 2 doses","No","Very confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Likely","Likely","Likely","Very unlikely","Likely","Very likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Vaccine safety","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/14 12:56:18 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Family medicine","DOH/HAAD/SEHA","Primary Healthcare","2 ","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Disagree","No","Interested","No"
"2024/09/14 12:59:27 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","IM","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Very likely","Unlikely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/14 1:01:59 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Internal Medicine","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 2 doses","Yes","Somewhat unconfident","Very confident","Very unconfident","I am not keen on information about vaccinations","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","Few cases","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No","Neutral","No"
"2024/09/14 1:10:43 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Non-Arab","Physician","Internal Medicine ","DOH/HAAD/SEHA","Government Hospital","3","50 and above","Yes, 3 doses","No","Very unconfident","Somewhat unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More negative","More negative","None","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Strongly agree","Agree","Not sure","Not sure","Agree","Agree","Strongly agree","Strongly disagree","No","Not interested at all","Maybe"
"2024/09/14 1:20:56 PM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Emirati","Physician","Internal Medicine ","DOH/HAAD/SEHA","Government Hospital","4","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines;International guidelines","Unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Disagree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/09/14 1:20:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Emirati","Physician","Family medicine","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Disagree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Disagree","No","Neutral","Maybe"
"2024/09/14 1:37:30 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Emirati","Physician","Pediatrics clinical genetics ","DOH/HAAD/SEHA","Government Hospital","6","20 to 49","Yes, 4 doses or more","Yes","Very confident","Very confident","Very unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Yes","Interested","Yes"
"2024/09/14 1:44:30 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Physician","IM","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 4 doses or more","Yes","Somewhat unconfident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Tens of cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Personal experience with the disease","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No","Neutral","No"
"2024/09/14 2:02:21 PM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Physician","Family medicine AHS","DOH/HAAD/SEHA","Primary Healthcare","3","1 to 19","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Very unlikely","I don't know","I don't know","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","Yes"
"2024/09/14 2:06:55 PM GMT+4","I have read the above information and agree to participate in this research.","Female","36","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Primary Healthcare","12","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Strongly agree","Agree","Disagree","Yes","Interested","Yes"
"2024/09/14 2:09:42 PM GMT+4","I have read the above information and agree to participate in this research.","Male","28","Emirati","Physician","Ahs","DOH/HAAD/SEHA","Primary Healthcare","4","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Not sure","Not sure","No","Interested","Maybe"
"2024/09/14 2:14:22 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Family medicine","DOH/HAAD/SEHA","Primary Healthcare","3","1 to 19","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Yes","Very interested","Yes"
"2024/09/14 2:17:29 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Non-Arab","Physician","Internal medicine ","DOH/HAAD/SEHA","Government Hospital","5","20 to 49","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat unconfident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Very unlikely","Very unlikely","Unlikely","I don't know","Unlikely","Agree","Agree","Agree","Strongly agree","Agree","Agree","More positive","More negative","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Disagree","Disagree","No","Interested","Yes"
"2024/09/14 2:50:21 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","ER","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 3 doses","No","Very confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","I don't know","Unlikely","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/09/14 3:09:08 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Physical Therapist","Physiotherapist ","DHA","Private Clinic/Hospital","3","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Journals and medical websites","I don't know","I don't know","Very unlikely","Very unlikely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Disagree","More negative","More negative","Few cases","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Disagree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","No","Slightly interested","Yes"
"2024/09/14 5:23:07 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Non-Arab","Physician","Pediatric ","DOH/HAAD/SEHA","Government Hospital","4","20 to 49","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat unconfident","International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Neutral","Maybe"
"2024/09/14 8:04:21 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Other Arab","Dentist","Gp dentist ","DOH/HAAD/SEHA","Private Clinic/Hospital","5","1 to 19","Yes, 3 doses","No","Somewhat unconfident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Journals and medical websites","I don't know","Likely","Unlikely","Likely","Likely","Unlikely","Agree","Agree","Agree","Agree","Strongly agree","Agree","More negative","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Agree","Strongly agree","Disagree","No","Neutral","Yes"
"2024/09/14 8:11:35 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Dentist","Dentistry","DHA","Private Clinic/Hospital","1","1 to 19","Yes, 4 doses or more","No","Somewhat unconfident","Somewhat confident","Somewhat unconfident","Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","I don't know","I don't know","Unlikely","Likely","Unlikely","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Agree","Not sure","No","Interested","Yes"
"2024/09/14 9:49:31 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","Dentistry","DHA","Not working","1","1 to 19","Yes, 4 doses or more","No","Somewhat unconfident","Very confident","Very unconfident","Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Social media","I don't know","I don't know","Very unlikely","I don't know","Very unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","More positive","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","No","Interested","Yes"
"2024/09/14 10:31:33 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","General dentist ","DOH/HAAD/SEHA","Private Clinic/Hospital","2","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Social media","I don't know","I don't know","Unlikely","Likely","Unlikely","Unlikely","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","Neutral","More positive","None","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Not sure","Disagree","No","Interested","Yes"
