"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/09/03 4:07:27 PM GMT+4","I have read the above information and agree to participate in this research.","Female","42","Emirati","Physician","PHC","MOHAP/EHS","Primary Healthcare","17","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","More positive","More positive","Hundreds of cases and more","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Vaccine safety;Vaccine effectiveness","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","No","Neutral","Yes"
"2024/09/03 4:43:40 PM GMT+4","I have read the above information and agree to participate in this research.","Female","39","Emirati","Physician","Pediatric ","MOPA","Government Hospital","13","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Neutral","Yes"
"2024/09/03 4:49:20 PM GMT+4","I have read the above information and agree to participate in this research.","Male","62","Emirati","Physician","Dermatologist ","All above","Private Clinic/Hospital","25","50 and above","Yes, 3 doses","No","Somewhat unconfident","Somewhat confident","Somewhat confident","Medical experience","Likely","Unlikely","Likely","Likely","Likely","Likely","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","No","Not interested at all","Maybe"
"2024/09/03 4:54:59 PM GMT+4","I have read the above information and agree to participate in this research.","Male","45","Non-Arab","Physician","Paediatric ","MOHAP/EHS","Government Hospital","5","50 and above","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Disagree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Neutral","Yes"
"2024/09/03 5:06:55 PM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Other Arab","Physician","Pediatrics","DOH/HAAD/SEHA","Government Hospital","4","20 to 49","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Agree","Not sure","Not sure","Yes","Neutral","Yes"
"2024/09/03 5:14:49 PM GMT+4","I have read the above information and agree to participate in this research.","Female","47","Other Arab","Physician","Pediatric ","DOH/HAAD/SEHA","Government Hospital","17","1 to 19","Yes, 2 doses","No","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines","I don't know","Very unlikely","Very unlikely","Likely","Very unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Other","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Yes","Interested","Maybe"
"2024/09/03 5:43:14 PM GMT+4","I have read the above information and agree to participate in this research.","Female","40","Non-Arab","Physician","OBGYN","MOHAP/EHS","Government Hospital","15","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Vaccine manufacturers","Very likely","Unlikely","Unlikely","Likely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Interested","Yes"
"2024/09/03 6:49:47 PM GMT+4","I have read the above information and agree to participate in this research.","Female","53","Emirati","Physician","Phc","MOHAP/EHS","Government Hospital","27","1 to 19","Yes, 2 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Very unlikely","Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly agree","Agree","More positive","More positive","None","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Very interested","Yes"
"2024/09/03 7:10:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","36","Non-Arab","Nurse","Urology","DOH/HAAD/SEHA","Private Clinic/Hospital","10","50 and above","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Medical experience","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","No","Interested","Yes"
"2024/09/03 7:13:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","47","Non-Arab","Surgeon","urology","MOHAP/EHS","Private Clinic/Hospital","5","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Interested","Yes"
"2024/09/03 7:13:16 PM GMT+4","I have read the above information and agree to participate in this research.","Male","47","Other Arab","Physician","Urology ","MOHAP/EHS","Private Clinic/Hospital","20","50 and above","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/09/03 7:15:49 PM GMT+4","I have read the above information and agree to participate in this research.","Male","48","Other Arab","Surgeon","Urology","Nahra","Government Hospital","25","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines","Unlikely","Unlikely","Unlikely","I don't know","Unlikely","Unlikely","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Not sure","Disagree","No","Neutral","Maybe"
"2024/09/03 7:36:54 PM GMT+4","I have read the above information and agree to participate in this research.","Male","40","Other Arab","Physician","Urology ","MOHAP/EHS","Government Hospital","21","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice","Unlikely","Unlikely","Unlikely","Unlikely","Likely","Likely","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Yes"
"2024/09/03 8:02:21 PM GMT+4","I have read the above information and agree to participate in this research.","Male","53","Other Arab","Surgeon","Urology","DHA","Private Clinic/Hospital","30","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Colleagues experience and advice","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Strongly agree","Disagree","More positive","Neutral","Tens of cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Strongly agree","Not sure","Agree","Agree","Strongly agree","Not sure","Not sure","No","Neutral","Yes"
"2024/09/03 8:06:47 PM GMT+4","I have read the above information and agree to participate in this research.","Male","37","Emirati","Surgeon","Urology","DOH/HAAD/SEHA","Government Hospital","8","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines","Unlikely","Unlikely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More negative","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Agree","Agree","Not sure","Agree","Agree","Agree","Not sure","Agree","No","Neutral","Yes"
"2024/09/03 8:21:59 PM GMT+4","I have read the above information and agree to participate in this research.","Female","38","Other Arab","Physician","Ophthalmology ","DOH/HAAD/SEHA","Government Hospital","15","50 and above","Yes, 4 doses or more","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Journals and medical websites;Social media","Unlikely","Unlikely","Unlikely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Disagree","No","Slightly interested","Yes"
"2024/09/03 9:04:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","58","Emirati","Physician","Nephrology ","DOH/HAAD/SEHA","Government Hospital","32","20 to 49","Yes, 4 doses or more","No","Very confident","Somewhat confident","Somewhat confident","Medical experience","Very unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More negative","More negative","Tens of cases","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Not sure","Agree","Not sure","Agree","Agree","Strongly agree","Strongly agree","No","Slightly interested","Yes"
"2024/09/03 9:07:59 PM GMT+4","I have read the above information and agree to participate in this research.","Male","56","Other Arab","Physician","Surgery","MOHAP/EHS","Government Hospital","26","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines;Journals and medical websites","Unlikely","Very unlikely","I don't know","Likely","Unlikely","I don't know","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Vaccine safety;Vaccine effectiveness;Other","Agree","Agree","Agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Not sure","No","Slightly interested","Maybe"
"2024/09/03 9:14:20 PM GMT+4","I have read the above information and agree to participate in this research.","Male","51","Emirati","Physician","surgery","DHA","Government Hospital","25","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Local guidelines","I don't know","I don't know","I don't know","Unlikely","Unlikely","I don't know","Disagree","Disagree","Agree","Agree","Agree","Disagree","Neutral","Neutral","None","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Agree","Disagree","No","Neutral","Yes"
"2024/09/04 3:37:18 PM GMT+4","I have read the above information and agree to participate in this research.","Female","54","Non-Arab","Nurse","Operating theatre","DOH/HAAD/SEHA","Government Hospital","35","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Experience of family and friends;Local guidelines;International guidelines;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Not sure","Strongly agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/04 3:48:30 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Nurse","OT","DOH/HAAD/SEHA","Government Hospital","6","1 to 19","Yes, 2 doses","Yes","Very confident","Somewhat confident","Somewhat confident","International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Neutral","Neutral","Tens of cases","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice","Disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Agree","Disagree","Agree","Disagree","Yes","Neutral","No"
"2024/09/04 4:20:44 PM GMT+4","I have read the above information and agree to participate in this research.","Male","35","Other Arab","Nurse","OT","DOH/HAAD/SEHA","Government Hospital","10","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;International guidelines","I don't know","I don't know","Very unlikely","Likely","Likely","Unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly disagree","No","Not interested at all","Yes"
"2024/09/05 8:47:33 AM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Other Arab","Pharmacist","Pharmacy ","DHA","Government Hospital","0","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines;Journals and medical websites;Vaccine manufacturers","Unlikely","Very unlikely","I don't know","I don't know","I don't know","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/09/05 12:58:22 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Emirati","Physical Therapist","Physiotherapy ","MOHAP/EHS","Government Hospital","6 ","50 and above","Yes, 2 doses","Yes","Somewhat unconfident","Very unconfident","Very unconfident","Medical experience","Likely","Likely","Likely","Likely","Likely","Likely","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly Disagree","Neutral","More negative","Tens of cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","No","Slightly interested","Yes"
"2024/09/05 1:10:27 PM GMT+4","I have read the above information and agree to participate in this research.","Male","44","Other Arab","Physician","Emergency medicine ","MOHAP/EHS","Private Clinic/Hospital","15","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Neutral","More negative","Few cases","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Strongly agree","Strongly agree","Agree","Disagree","No","Neutral","Maybe"
"2024/09/05 1:16:44 PM GMT+4","I have read the above information and agree to participate in this research.","Male","38","Non-Arab","Physician","ED","MOHAP/EHS","Government Hospital","10","50 and above","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","International guidelines","Unlikely","Unlikely","Unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly agree","Agree","Neutral","More positive","None","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","Yes"
"2024/09/05 1:32:51 PM GMT+4","I have read the above information and agree to participate in this research.","Female","44","Other Arab","Physician","emergency","MOHAP/EHS","Government Hospital","21","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice;International guidelines;Vaccine manufacturers","Unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Incidence of disease;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Agree","Not sure","No","Interested","Yes"
"2024/09/05 1:33:54 PM GMT+4","I have read the above information and agree to participate in this research.","Male","65","Other Arab","Surgeon","Urology","DOH/HAAD/SEHA","Private Clinic/Hospital","42","50 and above","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Very unconfident","Local guidelines","Very unlikely","Very unlikely","I don't know","I don't know","Likely","I don't know","Agree","Agree","Strongly agree","Agree","Strongly agree","Disagree","More negative","More negative","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Not sure","No","Very interested","Yes"
"2024/09/05 1:47:42 PM GMT+4","I have read the above information and agree to participate in this research.","Female","46","Non-Arab","Medical Laboratory Technician","Laboratory","MOHAP/EHS","Government Hospital","24","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Vaccine safety","Strongly agree","Strongly agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/09/05 1:57:51 PM GMT+4","I have read the above information and agree to participate in this research.","Male","46","Other Arab","Physician","ER","MOHAP/EHS","Government Hospital","18","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Personal experience with the disease;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","No","Neutral","Yes"
