"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/03/28 10:58:26 AM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Internship/Psychiatry","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Other","Likely","Likely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Strongly agree","Not sure","Yes","Very interested","Yes"
"2024/03/28 11:38:55 AM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","EHS","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers;Social media","I don't know","I don't know","I don't know","I don't know","Likely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Hundreds of cases and more","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Yes"
"2024/03/28 11:41:40 AM GMT+4","I have read the above information and agree to participate in this research.","Female","21","Other Arab","Student ","Mbbs student ","DHA","Gulf medical university- currently in Rashid ","0","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations;Vaccine manufacturers;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Vaccine cost;Vaccine safety;Vaccine effectiveness","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No","Slightly interested","Yes"
"2024/03/28 11:45:40 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","1","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations;Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","I don't know","Likely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Yes","Interested","Yes"
"2024/03/28 11:51:51 AM GMT+4","I have read the above information and agree to participate in this research.","Male","28","Other Arab","Physician","Psychiatry","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 3 doses","No","Somewhat confident","Very confident","Somewhat unconfident","Medical experience;Colleagues experience and advice","Very unlikely","I don't know","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Not interested at all","Yes"
"2024/03/28 12:34:08 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Emirati","Physician","Internal Medicine ","MOHAP/EHS","Government Hospital","0.5","20 to 49","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines","I don't know","I don't know","Very unlikely","I don't know","Likely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More negative","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Not sure","Disagree","Yes","Neutral","Yes"
"2024/03/28 1:58:43 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Physician","Internal medicine ","MOHAP/EHS","Government Hospital","3","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;International guidelines;Journals and medical websites","Unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Disagree","Agree","Agree","Disagree","More positive","Neutral","Tens of cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Disagree","Disagree","No","Not interested at all","Maybe"
"2024/03/28 2:06:43 PM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Other Arab","Physician","Family medicine ","MOHAP/EHS","Government Hospital","4","20 to 49","Yes, 3 doses","Yes","Very unconfident","Somewhat unconfident","Very unconfident","Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Unlikely","Unlikely","Unlikely","Likely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Yes","Interested","Yes"
"2024/03/28 2:25:05 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Other Arab","Physician","Fm","MOHAP/EHS","Government Hospital","3","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Likely","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Strongly disagree","Disagree","Agree","Agree","Strongly agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Agree","Disagree","No","Interested","Maybe"
"2024/03/28 3:07:42 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Internal","DOH/HAAD/SEHA","Private Clinic/Hospital","1","50 and above","Yes, 3 doses","No","Very confident","Very confident","Somewhat unconfident","Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","Unlikely","Very unlikely","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Disagree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Not sure","Disagree","Yes","Interested","Maybe"
"2024/03/28 5:24:40 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Internship","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Colleagues experience and advice;Experience of family and friends;Local guidelines","Unlikely","Very unlikely","I don't know","Unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/03/28 5:26:07 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","Family Medicine ","DOH/HAAD/SEHA","Primary Healthcare","1","1 to 19","Yes, 3 doses","Yes","Very confident","Somewhat confident","Somewhat unconfident","Medical experience;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Agree","Agree","Not sure","Disagree","No","Interested","Maybe"
"2024/03/29 2:09:12 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","General ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Interested","Yes"
"2024/03/29 10:18:07 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Anesthesia and Icu","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","Medical experience;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Strongly disagree","Agree","Strongly agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Not sure","No","Very interested","Yes"
"2024/03/29 1:25:01 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Non-Arab","Physician","Internal Medicne ","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","Yes"
"2024/03/29 3:48:59 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","ehs","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 4 doses or more","No","Very confident","Somewhat unconfident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Likely","I don't know","I don't know","I don't know","I don't know","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Interested","Yes"
"2024/03/30 8:59:45 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","General medicine","MOHAP/EHS","Government Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Agree","Agree","Agree","Agree","No","Neutral","Yes"
"2024/03/31 11:24:01 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Internal medicine ","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 4 doses or more","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Yes"
"2024/03/31 3:19:14 PM GMT+4","I have read the above information and agree to participate in this research.","Male","43 ","Non-Arab","Physician","Internal medicine ","MOHAP/EHS","Government Hospital","17","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Experience of family and friends;Local guidelines;Vaccine manufacturers;Social media","Very unlikely","Unlikely","Unlikely","I don't know","I don't know","I don't know","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/03/31 3:26:30 PM GMT+4","I have read the above information and agree to participate in this research.","Female","39","Other Arab","Pharmacist","Pharmacy","MOHAP/EHS","Government Hospital","13","50 and above","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Very unconfident","Medical experience;Journals and medical websites","I don't know","I don't know","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Disagree","Agree","Agree","More positive","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine cost","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Not sure","Not sure","No","Neutral","Yes"
"2024/03/31 3:43:02 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Non-Arab","Physician","Internal Medicine ","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More negative","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Yes","Interested","Yes"
"2024/03/31 4:30:18 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","1","1 to 19","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Agree","Disagree","Agree","Agree","Strongly agree","More positive","Neutral","None","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Vaccine safety","Strongly agree","Agree","Strongly agree","Strongly agree","Not sure","Disagree","Agree","Agree","Agree","Agree","No","Neutral","Yes"
"2024/03/31 4:38:29 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Medical education","DHA","Private Clinic/Hospital","3","20 to 49","Yes, 2 doses","No","Very confident","Somewhat unconfident","Somewhat unconfident","I am not keen on information about vaccinations;Medical experience;Local guidelines;International guidelines;Journals and medical websites","Likely","Very unlikely","Unlikely","Likely","Unlikely","Very unlikely","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Not sure","Disagree","No","Neutral","No"
"2024/03/31 4:55:47 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Intern","Intern","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 4 doses or more","No","Very confident","Somewhat confident","Somewhat confident","Medical experience","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Agree","Agree","Strongly agree","Agree","Disagree","More positive","More positive","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Strongly agree","Agree","Not sure","Agree","No","Very interested","Yes"
"2024/03/31 5:06:04 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Surgeon","Obstetrics and gynecology ","Dubai academic health cooperation ","Government Hospital","2","50 and above","Yes, 4 doses or more","No","Somewhat unconfident","Somewhat confident","Somewhat confident","Colleagues experience and advice;Local guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Agree","Agree","Agree","Not sure","Disagree","Agree","Agree","Not sure","Strongly disagree","No","Neutral","Yes"
"2024/03/31 5:30:44 PM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Physical Therapist","Burjeel","DHA","Private Clinic/Hospital","4","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations;Journals and medical websites;Social media","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Agree","More positive","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Not sure","Not sure","Not sure","Not sure","Not sure","No","Slightly interested","No"
"2024/03/31 5:47:00 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Dentist","Sharjah dental college ","DHA","Private Clinic/Hospital","1","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Vaccine manufacturers","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More positive","Tens of cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","No","Neutral","Yes"
"2024/03/31 9:09:59 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Internship","MOHAP/EHS","Government Hospital","1 ","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","More negative","More negative","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Yes","Interested","Yes"
"2024/03/31 9:36:15 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Dentist","Dubai Health ","Dubai Health ","Government Hospital","2","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;International guidelines;Journals and medical websites","I don't know","Likely","Unlikely","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Yes"
