"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/04/27 9:25:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Pediatrics","DHA","Government Hospital","1","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","I don't know","Likely","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","More positive","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Strongly disagree","No","Interested","Yes"
"2024/04/28 10:57:10 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Pediatrics","DHA","Government Hospital","1","20 to 49","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","Unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Not sure","Strongly disagree","Yes","Very interested","Yes"
"2024/04/28 11:09:50 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Pediatrics","DHA","Government Hospital","1","20 to 49","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat unconfident","Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","More positive","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Very interested","Yes"
"2024/04/28 11:30:27 AM GMT+4","I have read the above information and agree to participate in this research.","Female","41","Other Arab","Physician","Nicu","DHA","Government Hospital","19","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Local guidelines;International guidelines","Likely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Disagree","Agree","Agree","Agree","More positive","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","No","Interested","Yes"
"2024/04/28 11:31:02 AM GMT+4","I have read the above information and agree to participate in this research.","Male","46","Non-Arab","Physician","Neonatology ","DHA","Government Hospital","10","1 to 19","Yes, 2 doses","Yes","Very confident","Very confident","Somewhat confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Agree","Agree","Disagree","Agree","Agree","Disagree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","Strongly agree","Strongly agree","Not sure","Disagree","No","Neutral","Maybe"
"2024/04/28 3:32:47 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Physician","Pediatric ","DHA","Government Hospital","3","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Very interested","Yes"
"2024/04/28 6:31:16 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Physician","Pediatric ","DHA","Government Hospital","4","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Not sure","Disagree","No","Interested","Yes"
"2024/04/29 9:21:52 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Non-Arab","Physician","Pediatrics","DHA","Government Hospital","3","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;International guidelines;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Yes"
"2024/04/30 1:07:34 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Other Arab","Physician","Pediatrics","DHA","Government Hospital","4","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Likely","Unlikely","Unlikely","Likely","I don't know","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Agree","Strongly agree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Very interested","Yes"
"2024/04/30 1:07:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Jalila Children’s Hospital ","DHA","Government Hospital","2 ","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","I don't know","I don't know","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Yes","Interested","Yes"
"2024/04/30 5:47:56 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Emirati","Physician","Family medicine","DOH/HAAD/SEHA","Primary Healthcare","1","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Disagree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Very interested","Yes"
"2024/05/01 10:01:08 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","General pediatrics ","DHA","Government Hospital","1","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice;Local guidelines;Journals and medical websites","Very unlikely","Very unlikely","I don't know","I don't know","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Strongly agree","Not sure","Strongly agree","Agree","Agree","Disagree","Yes","Interested","Yes"
"2024/05/01 12:17:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Government Hospital","4","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat unconfident","Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","Very unlikely","Unlikely","I don't know","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Yes","Very interested","Yes"
"2024/05/02 10:44:04 AM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Government Hospital","5","20 to 49","Yes, 3 doses","Yes","Very confident","Somewhat confident","Somewhat unconfident","Colleagues experience and advice;Local guidelines;Social media","I don't know","I don't know","I don't know","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Maybe"
"2024/05/02 10:44:34 AM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Physician","Family medicine","DOH/HAAD/SEHA","Government Hospital","4","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines;Journals and medical websites;Vaccine manufacturers;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Interested","Yes"
"2024/05/02 10:46:54 AM GMT+4","I have read the above information and agree to participate in this research.","Female","47","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Primary Healthcare","20","50 and above","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines;International guidelines;Vaccine manufacturers","Very unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Interested","Yes"
"2024/05/02 10:46:56 AM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Government Hospital","1 ","20 to 49","No","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;International guidelines;Journals and medical websites","I don't know","I don't know","Unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Very interested","Yes"
"2024/05/02 10:50:11 AM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Government Hospital","5","50 and above","Yes, 4 doses or more","Yes","Very confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Vaccine manufacturers","Unlikely","Unlikely","Unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Yes","Very interested","Yes"
"2024/05/02 10:51:06 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Primary Healthcare","3","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Very interested","Yes"
"2024/05/02 11:03:55 AM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Emirati","Physician","Family Medicine","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Social media","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Slightly interested","Yes"
"2024/05/02 11:53:27 AM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Emirati","Physician","Family medicine ","DOH/HAAD/SEHA","Government Hospital","1","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Yes","Interested","Yes"
"2024/05/02 2:10:53 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Non-Arab","Physician","Pediatrics ","DHA","Government Hospital","1","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines","Unlikely","Very unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Hundreds of cases and more","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/05/03 3:55:25 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Physician","Pediatrics","DHA","Government Hospital","4","50 and above","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Disagree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Interested","Yes"
"2024/05/06 10:33:32 AM GMT+4","I have read the above information and agree to participate in this research.","Female","40","Non-Arab","Physician","Pediatrics","DHA","Private Clinic/Hospital","15","20 to 49","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat confident","Medical experience;International guidelines;Journals and medical websites","Likely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine cost;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","No","Neutral","Maybe"
"2024/05/09 12:07:52 PM GMT+4","I have read the above information and agree to participate in this research.","Female","49","Non-Arab","Physician","Pediatrics","DHA","Private Clinic/Hospital","20","1 to 19","Yes, 2 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience","Unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/05/10 12:13:37 PM GMT+4","I have read the above information and agree to participate in this research.","Female","41","Non-Arab","Physician","Paediatrics","DHA","Private Clinic/Hospital","17","50 and above","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Disagree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Yes","Not interested at all","Yes"
